text,label
"Alteus, Inc. Offers data security and network infrastructure products and services. Specializes in health care information security. ",15
Mier Communications Private testing for independent performance testing and product-usability analyses for vendors and end users. ,4
"CAD MAcRO Software to automate the generation of NC codes to CNC wire cut, milling, machining, and drilling machines. ",1
"BBC Master Technical information on the Master 128 including the memory map, sideways ROMs, private RAM, registers, CMOS RAM allocations, and keyboard table. ",17
"Ntop A tool that shows the network usage. It can be used interactively, or in web mode. (C) [GNU/Linux, Unix, Windows] ",12
Nabble - JPA Forum Open forum for discussing JPA topics and issues. ,13
Java Programming on the Sharp Zaurus This article contains detailed instructions for developing and packaging Personal Profile and PersonalJava applications for the Sharp Zaurus. ,17
Abaco Offers mobile products based on web technologies. Features product overviews and company profile. ,2
"TechSkilled.com Computer repair and IT consulting businesses in Riverside, CA. Building and manage information systems throughout California. Servicing Linux and Microsoft, 24 hour network support, onsite service, and remote monitoring. ",4
"University of Stellenbosch Department of Computer Science. Research areas include ATM and broadband networks, descriptional complexity, neural networks, program verification and systems programming. ",3
"BinaryBiz Offers data recovery software for Windows. Damaged partitions, deleted files, formatted drives, virus attack and a multitude of other loss scenarios are easily recovered. Works on fixed disks, removable disks, RAID and flash memory. ",16
Five Practical XQuery Applications Article describing five practical scenarios that should give you ideas for leveraging XQuery in your own applications. ,5
"Digital Engines Software consulting service for the broadband, broadcast, cable and interactive TV industries ",2
Synchronica Develops and markets industry standard mobile email and synchronization software. ,10
"Penn State S2 Group General cyber security lab at the United States university. Includes current and past projects, software, publications, and events. ",15
"MSM Online The online version of a magazine about MicroStation by Bentley, with articles from current and back issues, and a code archive. ",1
CenterBeam Infrastructure for removing the burden of management and support. ,2
"MacJikes Port to MacOS of a Java compiler. News, downloads, and system requirements. ",17
"NeoSeeker Search engine that helps you find hardware and game reviews and resources such as hints, walkthroughs and guides from the top gaming and hardware sites on the net. ",8
Totally Trygve Freeware and Shareware programs for EPOC (not 6+). Freeware HTML Editor and a few utilities. ,10
"LinPlug Virtual Instruments [Win - Mac] Several VST synths: screenshots, audio samples, download and support area. ",11
"Univa UD High-performance computing (HPC) software for distributed computing environments, including clusters and grids, and data center automation software. ",3
"Database Technology, Inc Offers consulting, programming, training, and sales of integrated systems running on MultiValue/Pick databases. Located in Kingston, Oklahoma, USA. ",16
RFC 1980 A Proposed Extension to HTML: Client-Side Image Maps. J. Seidman. August 1996. ,9
"Liquid XML Graphical XML Schema Editor A simple yet powerful Graphical XML Schema (XSD) Editor. Detailed properties for each entity, drag &amp; drop, undo etc. Includes many XML tools XSD to HTML, XPath viewer, XSLT editor, XML Sample builder etc [Freeware + Commercial] ",5
Digital Signal Processing Group - University of ValÃÂ¨ncia - Estudi General Digital signal processing and applications to Biomedical Engineering and Industrial Systems. ,0
"AgenaRisk Bayesian network, simulation and risk analysis software. Supports exact and approximate inference in hybrid and dynamic networks for decision support, diagnosis, statistical learning and prediction applications. ",0
PC Buyer Beware Provides information on personal computers to help consumers make informed buying decisions. ,2
"Artificial Intelligence Research Laboratory - Iowa State University Neural Computing, hybrid systems, cognitive modelling, intelligent agents, distributed intelligence. ",0
Galeon A GNOME web browser based on the gecko layout engine. ,12
"Image::Magick CPAN module, which provides an imaging library for editing, compositing and transcoding; supports most image formats. ",13
Mentor Graphics Provides software tools and consulting services for electronic design. ,1
"Mencar, Corrado Neuro-fuzzy classifiers ",0
Snowball Training Management and communications training to improve your team and business skills. ,6
"Metafore, LLC Metafore is an independent provider of PLM consulting, services and support. Helps companies with evaluation, implementation and operation of PLM practices, processes and technologies. ",1
"Boston Interactive Web development, online marketing, and Internet solutions provider. ",9
PDA Kobo Palm and PDA memory upgrades and maintenance. Cases can be painted and buttons replaced. ,17
Cool Text Rollover Effects Using CSS Try out these cool text rollover effects using CSS style sheets. You can cut and paste the code provided and try it out on your web site. ,5
DBWorld - list of events A list of events such as conferences and workshops in Computer Science (An ACM SIGMOD resource). ,0
"University of Pittsburgh Pittsburgh, Pennsylvania ",3
"RadioLAN Marketing Group Designer, manufacturer and marketer of 5.8 GHz wireless LANs, ethernet bridges, and fixed wireless connectivity products. Includes product specifications, support center, and career opportunities. ",5
"PC Solutions Used, refurbished and new computer monitors. ",8
"SilverLion Consultants providing project management, architecture, and application development. ",2
"Source Technologies Solutions campany based in Charlotte, NC, with wide experience especially in retail kiosks. ",8
"Palowireless Wireless Resource Center Tools, technology, tutorials, portals, consultants, products, news, events. ",10
Facebook: SilverLight UK User Group Fan group for United Kingdom based users with discussion forum and recent news. ,11
"SiteReportCard Checks for meta tags, broken links, misspelled words, load time, keywords, and link popularity. HTML validation and search engine inclusion also available. ",5
"Expertease UK based company dedicated to distributing utility software, programming, and consultancy services for the AS/400. ",8
