file_name,text,class,Y
Health_1629087.txt,Nursing Home Abuse News about elder abuse in nursing homes. ,Senior,12
1604742.txt,Wakaw Hospital An acute care facility in Wakaw. ,Medicine,4
1578769.txt,"Narcotics Anonymous Berlin Information about NA, meetings, and events are listed. These pages are in English. ",Addictions,0
Health_1628102.txt,"Babyworld: Pelvic Joint Pain (Symphysis Pubis Dysfunction) Symptoms and treatment options, including a personal account. ",Reproductive,11
1622574.txt,"Colorado Doulas Association Resources for parents and doulas, including doula and educator listings and suggested interview questions. ",Professions,9
1623222.txt,"Washington Occupational Therapy Association The Washington Occupational Therapy Association (WOTA) supports the professional community of therapists and promotes improved access to occupational therapy (OT) services. If you are a therapist, would like to apply for admission to an occupational therapy school or believe you or someone you know may benefit from OT services, this site will provide information for you. ",Professions,9
Health_1628738.txt,"St. Charles Care Center, Village &amp; Lodge Non-profit senior living community sponsored by the Sisters of Notre Dame in Covington, Kentucky. Includes nursing home, respite care and adult day care. Site describes additional services, contact information, employment and financial stewardship opportunities. ",Senior,12
Health_1628877.txt,"The Bretheren Home Not for profit, full service retirement community in south central Pennsylvania. ",Senior,12
Health_1613607.txt,"Our Emotional Minds A new therapeutic approach, known as Clinical Affectology and af-x Therapy, resolves depression, anxiety, stress, and psychosomatic symptoms. ",Mental,5
1621731.txt,"GPnotebook: Phenytoin Offers information on dose, side effects, alcohol reactions, monitoring levels, and other anticonvulsant drugs. ",Pharmacy,8
1583342.txt,The Healing Touch Free articles and information on Reiki and Karuna Reiki. ,Alternative,1
Health_and_Safety_1623909.txt,"Lantzville Fire Department A volunteer department. Lists activities, personnel, stations, apparatus and gives contact address. ",Public,10
1584570.txt,Feline First Aid Tips to follow to distinguish minor afflictions from true emergencies and how to address the situations. ,Animal,2
1623481.txt,PAWorld.net Provides job listings for physician assistants. ,Professions,9
1588032.txt,"Providence River Animal Hospital Full-service companion animal clinic located in Providence. Provides details of the services offered, the doctors, staff, location and hours. ",Animal,2
Health_1614531.txt,"Carolyn Barrington Cooper, LMFT Private practice with offices in San Rafael and San Francisco, California. Description of approach to treatment and services offered; provider credentials; FAQs; and links to related resources. ",Mental,5
1618362.txt,"Nursing Organization of Veterans Affairs A nationwide, voluntary organization composed of registered nurses employed by the Department of Veterans Affairs. ",Nursing,6
Health_1627748.txt,"Fertility Network - IVF Discussion of in vitro fertilization. Provides information about the history of IVF, the stages of IVF treatment and the risks and concerns associated with the procedure. ",Reproductive,11
Health_and_Safety_1626433.txt,"Consumer Product Safety Commission Independent US regulatory agency that helps keep American families safe by reducing the risk of injury or death from consumer products. Listed are a variety of topics, including recalls, guidelines and information for consumers and producers. ",Public,10
Health_and_Safety_1624851.txt,"Rosehill Fire Department Serves Tomball, Hockley, and neighboring parts of Texas. Site offers general information on fire services including personnel and equipment. ",Public,10
1611429.txt,"Body By Fisher General information on breast augmentation, breast reduction, and breast lifts. Also, information on general aesthetic and reconstructive surgery practice. Located in Yorba Linda. ",Medicine,4
1611252.txt,InterNet Evangelism and Teaching Discussion of the moral and religious issues surrounding the procedure from a Christian point of view. ,Medicine,4
1577792.txt,Establishment of AA in Australia An account of the establishment of AA in Australia written in 1978. ,Addictions,0
1623353.txt,"Back on Track Physical Therapy An orthopedic and neurologic private practice servicing in the Boston area including Brookline, Boston, Cambridge, Newton, and Bedford. ",Professions,9
1584198.txt,"Reproductive Disorders of the Hen Parrot Presents common problems in female birds such as egg binding, prolapse, infections, and peritonitis. ",Animal,2
1623095.txt,"Oregon Board of Direct Entry Midwifery Sets practice standards, administers exams, monitors peer review, and has the authority to revoke licensure and issue civil penalties. ",Professions,9
Health_1613741.txt,"American Therapy Association Free referral service to find therapists, counselors and social workers in the state of Connecticut. ",Mental,5
1619195.txt,"Food Nutrition Health Offers immediate, targeted reporting of food, nutrition, health and environmental news. ",Nutrition,7
1622838.txt,"National Technologies Nepal based provider for all medical specialties. Advantages of Nepal, services, careers and contact details. Working in medical, legal and business transcription. ",Professions,9
1584718.txt,Sugarcats A slightly offbeat look at the disease of feline diabetes. ,Animal,2
1577617.txt,"Seacoast A.A. AA meeting lists include Exeter, Hampton, New Castle, Portsmouth, and parts of Maine. By District 14 of Area 43 of Alcoholics Anonymous. ",Addictions,0
and_Diseases_1599812.txt,"University of Florida Movement Disorders Center The UFMDC was established at the McKnight Brain Institute to bring together UF doctors and researchers with expertise in Parkinson's disease and other movement disorders. Find information on medicine, surgery, education and research. ",Conditions,3
1579013.txt,mindspa London quit-smoking clinics use NLP and hypnosis. ,Addictions,0
1620761.txt,Stimate Official site from CSL Behring. Includes patient and prescribing information. ,Pharmacy,8
1622251.txt,"Newfoundland &amp; Labrador Branch of the Canadian Society of Hospital Pharmacists This site provides news, upcoming events, membership information, and links to useful clinical pharmacy related websites for Newfoundland and Labrador's Hospital Pharmacists. ",Pharmacy,8
1577467.txt,Southern Delaware AA meetings in Sussex County. Has a newsletter and calendar of events. By Southern Delaware Intergroup of Alcoholics Anonymous. ,Addictions,0
1620640.txt,"MedlinePlus: Ciprofloxacin Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1622517.txt,"Rhythm Doula Services DONA certified birth doulas serving Winnipeg, East St. Paul, and Selkirk, Manitoba. Find details about the services, a FAQs and contact information. ",Professions,9
Health_1628975.txt,"Family Assistance Network Provides personalized care management to the frail elderly, their family and caregivers. This site provides advice from various professionals, and feedback from residents of nursing homes and assisted living. ",Senior,12
1587304.txt,"Cumberland Valley Veterinary Clinic Veterinary care for cats, dogs and exotic animals. Information about clinic's services, doctors, and history. Hagerstown. ",Animal,2
1621939.txt,"MedlinePlus: Spironolactone Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1612593.txt,"Maxwell Stepanuk , D.O. Providing orthopedic consultation for carpal tunnel syndrome, arthritis, joint pain, and back and neck pain. Located in Elkins Park ",Medicine,4
Health_1628994.txt,"Help4Caregivers.org Provides information, resources and referral to people caring for loved ones who are aging or who have a debilitating/terminal disease. ",Senior,12
1583951.txt,"Buddha Dog Animal Massage Pam Holt is a registered vet tech and certified animal massage therapist and provides small animal therapy in Los Angeles, California, USA. ",Animal,2
1580397.txt,Chiropractic Economics Magazine dedicated to the business aspects of practice. ,Alternative,1
Health_1628915.txt,"A Woman's Place Assisted living and respite care for women, in Turnersville, TX. Photos, services and contact information. ",Senior,12
1623003.txt,"MxSecure, Inc. Delivers web-based services for medical transcription, document management and secure messaging for physicians. Customer profiles and testimonials, HIPPA information, client login, and career opportunities. ",Professions,9
